   0.00000000    1.50000000 
   1.50000000    0.00000000 
   1.09368873    1.02656949 
   2.00000000    0.00000000 
   2.00000000    2.00000000 
   0.00000000    2.00000000 
   0.00000000    1.00000000 
   0.75257671    0.65850460 
   1.00000000    0.00000000 
   0.00000000    1.97000003 
   0.00000000    1.92727268 
   0.00000000    1.88454545 
   0.00000000    1.84181821 
   0.00000000    1.79909086 
   0.00000000    1.75636363 
   0.00000000    1.71363640 
   0.00000000    1.67090905 
   0.00000000    1.62818182 
   0.00000000    1.58545458 
   0.00000000    1.54272723 
   0.03713456    1.49954033 
   0.07424635    1.49816132 
   0.11131264    1.49586415 
   0.14831069    1.49264991 
   0.18521784    1.48852086 
   0.22201145    1.48347938 
   0.25866899    1.47752845 
   0.29516795    1.47067189 
   0.33148599    1.46291387 
   0.36760083    1.45425916 
   0.40349033    1.44471300 
   0.43913254    1.43428123 
   0.47450554    1.42297029 
   0.50958770    1.41078711 
   0.54435748    1.39773917 
   0.57879359    1.38383448 
   0.61287492    1.36908150 
   0.64658058    1.35348940 
   0.67988992    1.33706760 
   0.71278250    1.31982613 
   0.74523812    1.30177581 
   0.77723700    1.28292739 
   0.80875939    1.26329267 
   0.83978605    1.24288344 
   0.87029797    1.22171247 
   0.90027642    1.19979262 
   0.92970300    1.17713737 
   0.95855969    1.15376055 
   0.98682886    1.12967646 
   1.01449311    1.10489988 
   1.04153550    1.07944608 
   1.06793940    1.05333066 
   1.54000437    0.00000000 
   1.58000886    0.00000000 
   1.62001324    0.00000000 
   1.66001761    0.00000000 
   1.70002210    0.00000000 
   1.74002647    0.00000000 
   1.78003085    0.00000000 
   1.82003534    0.00000000 
   1.86003971    0.00000000 
   1.90004408    0.00000000 
   1.94004858    0.00000000 
   1.97002423    0.00000000 
   1.11913347    0.99876934 
   1.14387178    0.97033876 
   1.16788805    0.94129562 
   1.19116712    0.91165835 
   1.21369421    0.88144559 
   1.23545527    0.85067642 
   1.25643635    0.81937027 
   1.27662444    0.78754693 
   1.29600656    0.75522643 
   1.31457067    0.72242922 
   1.33230495    0.68917596 
   1.34919822    0.65548772 
   1.36523986    0.62138569 
   1.38041973    0.58689141 
   1.39472818    0.55202663 
   1.40815616    0.51681346 
   1.42069542    0.48127401 
   1.43233776    0.44543079 
   1.44307601    0.40930638 
   1.45290327    0.37292358 
   1.46181345    0.33630541 
   1.46980095    0.29947495 
   1.47686052    0.26245543 
   1.48298800    0.22527026 
   1.48817921    0.18794288 
   1.49243116    0.15049687 
   1.49574089    0.11295585 
   1.49810660    0.07534353 
   1.49952662    0.03768366 
   2.00000000    0.06060606 
   2.00000000    0.12121213 
   2.00000000    0.18181819 
   2.00000000    0.24242425 
   2.00000000    0.30303031 
   2.00000000    0.36363637 
   2.00000000    0.42424244 
   2.00000000    0.48484850 
   2.00000000    0.54545456 
   2.00000000    0.60606062 
   2.00000000    0.66666669 
   2.00000000    0.72727275 
   2.00000000    0.78787881 
   2.00000000    0.84848487 
   2.00000000    0.90909094 
   2.00000000    0.96969700 
   2.00000000    1.03030300 
   2.00000000    1.09090912 
   2.00000000    1.15151513 
   2.00000000    1.21212125 
   2.00000000    1.27272725 
   2.00000000    1.33333337 
   2.00000000    1.39393938 
   2.00000000    1.45454550 
   2.00000000    1.51515150 
   2.00000000    1.57575762 
   2.00000000    1.63636363 
   2.00000000    1.69696975 
   2.00000000    1.75757575 
   2.00000000    1.81818187 
   2.00000000    1.87878788 
   2.00000000    1.93939400 
   1.93939400    2.00000000 
   1.87878788    2.00000000 
   1.81818187    2.00000000 
   1.75757575    2.00000000 
   1.69696975    2.00000000 
   1.63636363    2.00000000 
   1.57575762    2.00000000 
   1.51515150    2.00000000 
   1.45454550    2.00000000 
   1.39393938    2.00000000 
   1.33333337    2.00000000 
   1.27272725    2.00000000 
   1.21212125    2.00000000 
   1.15151513    2.00000000 
   1.09090912    2.00000000 
   1.03030300    2.00000000 
   0.96969700    2.00000000 
   0.90909094    2.00000000 
   0.84848487    2.00000000 
   0.78787881    2.00000000 
   0.72727275    2.00000000 
   0.66666669    2.00000000 
   0.60606062    2.00000000 
   0.54545456    2.00000000 
   0.48484850    2.00000000 
   0.42424244    2.00000000 
   0.36363637    2.00000000 
   0.30303031    2.00000000 
   0.24242425    2.00000000 
   0.18181819    2.00000000 
   0.12121213    2.00000000 
   0.06060606    2.00000000 
   0.00000000    1.44175386 
   0.00000000    1.38924277 
   0.00000000    1.34190202 
   0.00000000    1.29922247 
   0.00000000    1.26074517 
   0.00000000    1.22605646 
   0.00000000    1.19478321 
   0.00000000    1.16658914 
   0.00000000    1.14117122 
   0.00000000    1.11825585 
   0.00000000    1.09759688 
   0.00000000    1.07897186 
   0.00000000    1.06218088 
   0.00000000    1.04704309 
   0.00000000    1.03339577 
   0.00000000    1.02109218 
   0.00000000    1.00999999 
   0.02505521    0.99968606 
   0.05009469    0.99874449 
   0.07510272    0.99717581 
   0.10006359    0.99498105 
   0.12496164    0.99216157 
   0.14978123    0.98871917 
   0.17450677    0.98465598 
   0.19912276    0.97997457 
   0.22361371    0.97467786 
   0.24796428    0.96876919 
   0.27215913    0.96225226 
   0.29618314    0.95513117 
   0.32002118    0.94741040 
   0.34365827    0.93909478 
   0.36707962    0.93018955 
   0.39027047    0.92070025 
   0.41321629    0.91063291 
   0.43590266    0.89999384 
   0.45831534    0.88878965 
   0.48044029    0.87702745 
   0.50226355    0.86471456 
   0.52377152    0.85185879 
   0.54495054    0.83846819 
   0.56578749    0.82455110 
   0.58626920    0.81011635 
   0.60638279    0.79517293 
   0.62611562    0.77973020 
   0.64545536    0.76379800 
   0.66438985    0.74738616 
   0.68290722    0.73050511 
   0.70099580    0.71316540 
   0.71864420    0.69537795 
   0.73584145    0.67715383 
   0.76866633    0.63964993 
   0.78428376    0.62040228 
   0.79941934    0.60077345 
   0.81406373    0.58077556 
   0.82820803    0.56042081 
   0.84184349    0.53972173 
   0.85496169    0.51869112 
   0.86755467    0.49734181 
   0.87961465    0.47568694 
   0.89113420    0.45373982 
   0.90210629    0.43151397 
   0.91252410    0.40902296 
   0.92238128    0.38628069 
   0.93167180    0.36330107 
   0.94038993    0.34009826 
   0.94853026    0.31668651 
   0.95608789    0.29308018 
   0.96305805    0.26929379 
   0.96943659    0.24534196 
   0.97521955    0.22123939 
   0.98040330    0.19700091 
   0.98498476    0.17264138 
   0.98896104    0.14817579 
   0.99232972    0.12361917 
   0.99508876    0.09898660 
   0.99723643    0.07429321 
   0.99877143    0.04955418 
   0.99969280    0.02478470 
   1.00999999    0.00000000 
   1.02109218    0.00000000 
   1.03339577    0.00000000 
   1.04704309    0.00000000 
   1.06218088    0.00000000 
   1.07897186    0.00000000 
   1.09759688    0.00000000 
   1.11825585    0.00000000 
   1.14117122    0.00000000 
   1.16658914    0.00000000 
   1.19478321    0.00000000 
   1.22605646    0.00000000 
   1.26074517    0.00000000 
   1.29922247    0.00000000 
   1.34190202    0.00000000 
   1.38924277    0.00000000 
   1.44175386    0.00000000 
   1.82292533    1.87621462 
   1.10636425    1.14608598 
   1.17155385    1.21310067 
   1.23703134    1.28037429 
   1.30274546    1.34778309 
   1.36872876    1.41527534 
   1.43516827    1.48296046 
   1.50250912    1.55124044 
   1.57163739    1.62102866 
   1.64429832    1.69422960 
   1.72435641    1.77514672 
   1.75381160    1.89963925 
   1.69460535    1.91291499 
   1.63744617    1.92120695 
   1.58040917    1.92679048 
   1.52307141    1.93078673 
   1.46539903    1.93380833 
   1.40745294    1.93621802 
   1.34930611    1.93824053 
   1.29102015    1.94001627 
   1.23263979    1.94163096 
   1.17419434    1.94313407 
   1.11570132    1.94455218 
   1.05717075    1.94589853 
   0.99860823    1.94717872 
   0.94001675    1.94839501 
   0.88139856    1.94954753 
   0.82275546    1.95063663 
   0.76408905    1.95166183 
   0.70540112    1.95262337 
   0.64669311    1.95352185 
   0.58796662    1.95435846 
   0.52922326    1.95513594 
   0.47046453    1.95585954 
   0.41169190    1.95653832 
   0.35290679    1.95718861 
   0.29411042    1.95784092 
   0.23530395    1.95855367 
   0.17648833    1.95945132 
   0.11766449    1.96083033 
   0.05883384    1.96350169 
   1.93269205    0.05787582 
   1.92873394    0.11572120 
   1.92618489    0.17354023 
   1.92429388    0.23133562 
   1.92271852    0.28910887 
   1.92128062    0.34686047 
   1.91988027    0.40459004 
   1.91845906    0.46229649 
   1.91698194    0.51997823 
   1.91542768    0.57763338 
   1.91378391    0.63525975 
   1.91204321    0.69285482 
   1.91020131    0.75041622 
   1.90825605    0.80794138 
   1.90620685    0.86542767 
   1.90405333    0.92287242 
   1.90179622    0.98027295 
   1.89943540    1.03762615 
   1.89697015    1.09492779 
   1.89439607    1.15217137 
   1.89170098    1.20934534 
   1.88885832    1.26643085 
   1.88581753    1.32339990 
   1.88249493    1.38021815 
   1.87876225    1.43685627 
   1.87444258    1.49331486 
   1.86930704    1.54967701 
   1.86307979    1.60621119 
   1.85545731    1.66359389 
   1.84615874    1.72346306 
   1.83505976    1.79003227 
   1.92058706    1.91372573 
   0.05704648    1.92315364 
   0.05521446    1.88145256 
   0.05333211    1.83919966 
   0.05139946    1.79668987 
   0.04942131    1.75405431 
   0.04740578    1.71136749 
   0.04536287    1.66868579 
   0.04330340    1.62606645 
   0.04123829    1.58358073 
   0.03917843    1.54133725 
   0.11407784    1.92031443 
   0.11040656    1.87881660 
   0.10663766    1.83672953 
   0.10277034    1.79430032 
   0.09881358    1.75168347 
   0.09478302    1.70898879 
   0.09069822    1.66631114 
   0.08658045    1.62374902 
   0.08245146    1.58142066 
   0.07833292    1.53948331 
   0.17109372    1.91833961 
   0.16557585    1.87662077 
   0.15991479    1.83443093 
   0.15410875    1.79191887 
   0.14817046    1.74921381 
   0.14212272    1.70643067 
   0.13599424    1.66368282 
   0.12981659    1.62109268 
   0.12362217    1.57880330 
   0.11744341    1.53698921 
   0.22809297    1.91681886 
   0.22072066    1.87470090 
   0.21316056    1.83223307 
   0.20540986    1.78949749 
   0.19748488    1.74659288 
   0.18941528    1.70362687 
   0.18123879    1.66071796 
   0.17299703    1.61799967 
   0.16473301    1.57562602 
   0.15648988    1.53377533 
   0.28507400    1.91550124 
   0.27583849    1.87290168 
   0.26637107    1.83004224 
   0.25666797    1.78697014 
   0.24674900    1.74376249 
   0.23665059    1.70051718 
   0.22641927    1.65735126 
   0.21610668    1.61440170 
   0.20576637    1.57182586 
   0.19545214    1.52980113 
   0.34203482    1.91424417 
   0.33092615    1.87110865 
   0.31954169    1.82777429 
   0.30787671    1.78427303 
   0.29595444    1.74066842 
   0.28381804    1.69705033 
   0.27152279    1.65353262 
   0.25913030    1.61025143 
   0.24670452    1.56736374 
   0.23431005    1.52504408 
   0.39897317    1.91296697 
   0.38598004    1.86924493 
   0.37266725    1.82536495 
   0.35902908    1.78135300 
   0.34509224    1.73726535 
   0.33090654    1.69318604 
   0.31653604    1.64922500 
   0.30205223    1.60551620 
   0.28752959    1.56221449 
   0.27304339    1.51949131 
   0.45588639    1.91162288 
   0.44099605    1.86726058 
   0.42574203    1.82276833 
   0.41011763    1.77817011 
   0.39415303    1.73351848 
   0.37790471    1.68889332 
   0.36144552    1.64440107 
   0.34485686    1.60017335 
   0.32822370    1.55636215 
   0.31163201    1.51313567 
   0.51277167    1.91018450 
   0.49596983    1.86512399 
   0.47875997    1.81995332 
   0.46113455    1.77469611 
   0.44312710    1.72940266 
   0.42480090    1.68415034 
   0.40623754    1.63904262 
   0.38752836    1.59420836 
   0.36876884    1.54979718 
   0.35005572    1.50597429 
   0.56962597    1.90863574 
   0.55089676    1.86281586 
   0.53171486    1.81690001 
   0.51207179    1.77091205 
   0.49200460    1.72490120 
   0.47158328    1.67894244 
   0.45089820    1.63313758 
   0.43005079    1.58761263 
   0.40914702    1.54251468 
   0.38829440    1.49800658 
   0.62644631    1.90696764 
   0.60577214    1.86032450 
   0.58460021    1.81359589 
   0.56292117    1.76680589 
   0.54077548    1.72000313 
   0.51823986    1.67326093 
   0.49541360    1.62667894 
   0.47240824    1.58038139 
   0.44934028    1.53451312 
   0.42632806    1.48923421 
   0.68322939    1.90517473 
   0.66059112    1.85764337 
   0.63740969    1.81003416 
   0.61367446    1.76237130 
   0.58942962    1.71470261 
   0.56475866    1.66710079 
   0.53976989    1.61966360 
   0.51458484    1.57251346 
   0.48933068    1.52579308 
   0.46413669    1.47966027 
   0.73997217    1.90325475 
   0.71534908    1.85476935 
   0.69013661    1.80621111 
   0.66432333    1.75760460 
   0.63795698    1.70899713 
   0.61112779    1.66046047 
   0.58395314    1.61209106 
   0.55656469    1.56400967 
   0.52910042    1.51635718 
   0.50170052    1.46928930 
   0.79667139    1.90120649 
   0.77004099    1.85170078 
   0.74277455    1.80212533 
   0.71485955    1.75250494 
   0.68634737    1.70288634 
   0.65733516    1.65334022 
   0.62794948    1.60396266 
